Company,TypeName,Inches,Ram,OpSys,Weight(kg),Price_euros,Cpu_brand,Cpu_type,Cpu_speed,Memory_capacity,Memory_type,Screen,Screen_touch,Screen_type
Mediacom,2 in 1 Convertible,11.6,4GB,Windows 10,1.16,299.0,Intel,Dual,1.1,32.0,SSD,1920x1080,1,IPS Panel
Samsung,Netbook,11.6,4GB,Chrome OS,1.15,269.0,Intel,Dual,1.6,16.0,Flash,1366x768,0,NaN
Lenovo,Notebook,13.3,8GB,Windows 10,1.4,1010.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,14.0,4GB,Windows 10,1.7,599.0,Intel,i3,2.7,128.0,SSD,1920x1080,0,IPS Panel
Lenovo,Workstation,15.6,16GB,Windows 10,2.3,2445.0,Intel,i7,2.8,512.0,SSD,3840x2160,0,IPS Panel
Lenovo,Notebook,15.6,16GB,Windows 10,2.5,2449.0,Intel,i7,2.9,512.0,SSD,1920x1080,0,Full HD
Asus,Gaming,17.3,8GB,Windows 10,3.2,1695.0,AMD,Ryzen,3.2,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,2.1,347.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Google,Ultrabook,12.3,16GB,Chrome OS,1.1,2199.0,Intel,i7,1.3,512.0,SSD,2400x1600,1,NaN
Lenovo,Ultrabook,14.0,24GB,Windows 10,1.32,2382.0,Intel,i7,2.7,512.0,SSD,2560x1440,0,NaN
Asus,Notebook,15.6,4GB,Linux,2.0,559.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,17.3,8GB,Windows 10,2.8,519.0,AMD,A6,2.5,1000.0,HDD,1600x900,0,NaN
Dell,Notebook,15.6,4GB,Windows 10,2.2,749.0,Intel,i5,1.6,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,12.5,8GB,Windows 10,1.36,1429.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,349.0,Intel,Quad,1.1,128.0,SSD,1920x1080,0,Full HD
HP,Gaming,15.6,8GB,Windows 10,2.2,1099.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,14.0,8GB,Windows 10,1.64,1179.0,Intel,i5,2.8,256.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Linux,2.4,441.8,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Dell,Workstation,15.6,8GB,Windows 10,2.23,1993.0,Intel,E3,3.0,64.0,Flash,1920x1080,0,Full HD
MSI,Gaming,15.6,8GB,Windows 10,2.2,1027.74,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Microsoft,Ultrabook,13.5,16GB,Windows 10 S,1.25,2589.0,Intel,i7,2.5,512.0,SSD,2256x1504,1,NaN
HP,Notebook,15.6,8GB,Windows 10,1.91,589.0,Intel,i5,2.5,128.0,SSD,1366x768,0,NaN
Dell,Workstation,15.6,16GB,Windows 10,2.17,1975.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
HP,Workstation,15.6,8GB,Windows 10,2.31,1534.0,Intel,i7,2.9,512.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,14.0,8GB,Windows 10,1.65,1345.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.36,979.0,Intel,i7,1.8,128.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,11.6,4GB,Windows 10,1.47,479.0,Intel,Quad,1.6,500.0,HDD,1366x768,1,NaN
Dell,Notebook,17.3,8GB,Windows 10,4.42,2046.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,IPS Panel
Microsoft,Ultrabook,13.5,4GB,Windows 10 S,1.252,989.0,Intel,M,2.2,128.0,SSD,2256x1504,1,NaN
Microsoft,Ultrabook,13.5,8GB,Windows 10 S,1.25,1799.0,Intel,i7,2.5,256.0,SSD,2256x1504,1,NaN
HP,Notebook,17.3,8GB,Windows 10,2.5,639.9,Intel,i3,2.0,256.0,SSD,1600x900,0,NaN
Acer,Notebook,15.6,4GB,Windows 10,2.23,544.0,Intel,i3,2.0,1000.0,HDD,1920x1080,0,Full HD
Acer,Netbook,11.6,4GB,Windows 10,1.4,435.0,Intel,Dual,1.6,128.0,SSD,1366x768,0,NaN
Asus,Notebook,15.6,8GB,Windows 10,2.37,749.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,No OS,1.5,799.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.67,2090.0,Intel,i7,2.9,256.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Windows 10,2.0,304.0,Intel,Quad,1.1,500.0,HDD,1366x768,0,NaN
Acer,Notebook,15.6,4GB,Windows 10,2.2,469.0,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,2.02,759.0,Intel,i5,1.6,2000.0,HDD,1920x1080,0,Full HD
HP,Gaming,17.3,12GB,Windows 10,3.78,1699.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,IPS Panel
Lenovo,Ultrabook,14.0,12GB,Windows 10,1.4,1858.0,Intel,i7,2.6,256.0,SSD,2560x1440,0,IPS Panel
HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.29,1999.0,Intel,i7,1.8,512.0,SSD,3840x2160,1,IPS Panel
HP,Notebook,15.6,8GB,Windows 10,1.9,1154.0,Intel,i5,2.5,500.0,HDD,1920x1080,0,Full HD
Google,Ultrabook,12.3,8GB,Chrome OS,1.1,1275.0,Intel,i5,1.2,128.0,SSD,2400x1600,1,NaN
Dell,Ultrabook,13.3,8GB,Windows 10,1.42,1841.85,Intel,i5,1.6,256.0,SSD,1920x1080,1,Full HD
Asus,Notebook,15.6,12GB,Windows 10,2.06,1299.0,Intel,i7,2.6,128.0,SSD,3840x2160,0,IPS Panel
Dell,Notebook,14.0,8GB,Windows 10,1.79,740.0,Intel,i3,2.3,128.0,SSD,1366x768,0,NaN
Dell,Workstation,15.6,8GB,Windows 10,1.78,2408.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 10,1.7,1364.0,Intel,i5,2.5,180.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.2,675.0,Intel,i5,1.6,1000.0,HDD,1920x1080,0,Full HD
Toshiba,Notebook,13.3,8GB,Windows 10,1.05,1672.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,2.16,1262.0,Intel,i7,1.8,512.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.18,586.6,Intel,i3,2.4,1000.0,HDD,1366x768,0,NaN
HP,Notebook,13.3,4GB,Windows 10,1.49,726.0,Intel,i5,1.6,128.0,SSD,1920x1080,0,IPS Panel
Chuwi,Notebook,15.6,4GB,Windows 10,1.89,248.9,Intel,x5,1.44,64.0,Flash,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.3,565.0,Intel,i3,2.0,128.0,SSD,1366x768,0,NaN
Lenovo,Notebook,14.0,8GB,Windows 10,1.75,1049.0,Intel,i5,1.6,256.0,SSD,1920x1080,0,IPS Panel
Dell,Workstation,15.6,16GB,Windows 10,2.17,2338.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,16GB,Windows 10,2.06,1899.0,Intel,i7,2.8,512.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,12.5,16GB,Windows 10,1.36,1798.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Asus,Ultrabook,12.5,16GB,Windows 10,0.91,1950.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,8GB,Windows 10,2.3,1011.99,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Toshiba,Ultrabook,13.3,32GB,Windows 10,1.05,2799.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,Full HD
Asus,Gaming,15.6,8GB,Windows 10,1.99,1350.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,8GB,Windows 10,2.2,579.0,AMD,A10,2.5,1000.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,24GB,Windows 10,4.33,1269.0,Intel,i7,2.6,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,Ultrabook,12.5,8GB,Windows 10,1.3,1099.0,Intel,i5,2.3,180.0,SSD,1366x768,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.17,898.9,Intel,i7,1.8,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,8GB,Windows 10,1.48,1749.0,Intel,i7,2.8,1000.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,13.3,8GB,Windows 10,1.4,949.0,Intel,i3,2.4,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.3,911.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Asus,Netbook,11.6,4GB,Windows 10 S,1.2,340.0,Intel,Dual,1.1,64.0,Flash,1366x768,0,NaN
HP,Notebook,15.6,8GB,Windows 10,1.91,618.99,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,13.9,8GB,Windows 10,1.4,1599.0,Intel,i5,1.6,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,Notebook,14.0,4GB,Windows 10,2.1,299.0,Intel,Dual,1.1,500.0,HDD,1366x768,0,NaN
Lenovo,Netbook,11.6,4GB,Chrome OS,1.25,265.0,Intel,Dual,1.6,16.0,SSD,1366x768,0,NaN
Lenovo,Notebook,13.3,8GB,Windows 10,1.44,949.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,8GB,Windows 10,2.0,1224.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Windows 10,2.2,613.0,Intel,i5,1.6,1000.0,HDD,1920x1080,0,IPS Panel
HP,Ultrabook,13.3,8GB,Windows 10,1.34,1323.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Lenovo,Gaming,15.6,8GB,No OS,2.4,1149.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Dell,Ultrabook,13.3,8GB,Windows 10,1.29,899.0,Intel,i5,2.5,128.0,SSD,1920x1080,1,IPS Panel
Acer,Notebook,15.6,4GB,Windows 10,2.2,639.0,Intel,i7,2.7,500.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.18,836.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,16GB,Windows 10,2.2,1219.24,Intel,i7,1.8,256.0,SSD,1920x1080,0,Full HD
Xiaomi,Notebook,15.6,16GB,No OS,1.95,1399.95,Intel,i7,1.8,256.0,SSD,1920x1080,0,IPS Panel
Asus,Netbook,11.6,2GB,Windows 10,1.1,245.0,Intel,Dual,1.1,32.0,Flash,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,2.04,521.47,Intel,i5,1.6,1000.0,HDD,1366x768,1,NaN
Asus,Gaming,15.6,24GB,Windows 10,2.24,2968.0,Intel,i7,2.8,512.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,2.04,889.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Asus,Gaming,17.3,16GB,Windows 10,3.0,1504.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Lenovo,Gaming,15.6,8GB,Windows 10,3.2,1399.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
HP,Ultrabook,13.3,8GB,Windows 10,1.32,1399.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,14.0,8GB,Windows 10,1.64,1279.73,Intel,i5,2.6,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,1.63,689.0,Intel,i3,2.0,128.0,SSD,1366x768,0,NaN
Dell,Notebook,17.3,8GB,Linux,2.8,889.0,Intel,i5,1.6,128.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,14.0,8GB,Windows 7,2.02,1340.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,799.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,8GB,No OS,2.2,459.0,Intel,i3,2.0,2000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Windows 10,2.3,585.0,Intel,i5,2.5,500.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,1.9,1377.0,Intel,i5,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,Gaming,17.3,16GB,Windows 10,4.42,3012.77,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
Toshiba,Notebook,15.6,8GB,Windows 10,2.0,860.0,Intel,i5,2.5,500.0,HDD,1920x1080,0,IPS Panel
Asus,Notebook,15.6,8GB,Windows 10,2.0,1299.0,Intel,i7,2.7,256.0,SSD,3840x2160,0,IPS Panel
Mediacom,Notebook,13.3,4GB,Windows 10,1.2,369.0,Intel,Quad,1.1,32.0,SSD,1920x1080,0,IPS Panel
Asus,Gaming,15.6,8GB,Windows 10,2.3,1649.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,1.93,1369.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.2,797.41,Intel,i5,1.6,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,1.86,398.99,Intel,Quad,1.6,256.0,SSD,1920x1080,0,Full HD
HP,Gaming,17.3,12GB,Windows 10,2.62,1799.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 10,1.87,859.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Dell,Ultrabook,13.3,8GB,Windows 10,1.2,1399.0,Intel,i7,1.8,256.0,SSD,3200x1800,1,Quad HD+
Dell,Notebook,14.0,4GB,Windows 10,1.6,735.87,Intel,i3,2.0,128.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,13.3,8GB,Windows 10,1.34,1145.0,Intel,i7,2.7,256.0,SSD,3200x1800,0,IPS Panel
Acer,Gaming,15.6,8GB,Linux,2.4,798.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Windows 10,2.0,349.0,AMD,E,1.8,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,2.1,705.5,Intel,i3,2.4,128.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,4GB,Windows 10,1.87,785.0,Intel,i5,2.5,500.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,No OS,2.15,462.35,Intel,i5,2.3,1000.0,HDD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,1.86,397.0,Intel,i3,2.0,500.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,8GB,Windows 10,1.99,1729.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,499.0,Intel,i3,2.0,128.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,1.9,1116.99,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Gaming,17.3,16GB,Windows 10,4.42,2699.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,17.3,8GB,Windows 10,2.65,544.15,Intel,i3,2.0,1000.0,HDD,1600x900,0,NaN
HP,Notebook,17.3,8GB,Windows 10,2.63,1280.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Linux,2.0,224.0,Intel,Dual,1.1,500.0,HDD,1366x768,0,NaN
Mediacom,Notebook,13.3,4GB,Windows 10,1.35,255.0,Intel,x5,1.44,32.0,Flash,1920x1080,0,IPS Panel
Lenovo,Notebook,17.3,6GB,Windows 10,2.8,949.0,Intel,i7,2.7,128.0,SSD,1600x900,0,NaN
HP,Notebook,15.6,6GB,Windows 10,1.91,568.9,AMD,A10,2.5,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.18,617.9,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Acer,2 in 1 Convertible,11.6,4GB,Windows 10,1.25,349.0,Intel,Dual,2.0,32.0,Flash,1920x1080,1,IPS Panel
Lenovo,Notebook,15.6,4GB,Windows 10,2.05,630.0,Intel,i3,2.7,128.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,13.3,16GB,Windows 10,1.16,1965.0,Intel,M,1.2,512.0,SSD,3200x1800,1,IPS Panel
Lenovo,Notebook,17.3,8GB,Windows 10,3.4,2999.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Asus,Notebook,15.6,8GB,Windows 10,2.5,839.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Dell,Ultrabook,13.3,8GB,Windows 10,1.21,1599.0,Intel,i5,1.6,128.0,SSD,3840x2160,1,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,1.93,959.0,Intel,i5,2.6,500.0,HDD,1366x768,0,NaN
Fujitsu,Notebook,15.6,8GB,Windows 10,2.2,739.0,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,344.0,Intel,Quad,1.1,500.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,4GB,Windows 10,2.02,990.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
HP,Workstation,17.3,8GB,Windows 10,3.14,1860.99,Intel,i5,2.8,500.0,HDD,1600x900,0,NaN
HP,Notebook,14.0,8GB,Windows 10,1.94,389.0,Intel,Quad,1.6,2000.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,6GB,Windows 10,1.95,649.0,AMD,A9,3.0,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.3,830.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.05,685.0,Intel,i5,1.6,500.0,HDD,1920x1080,0,Full HD
Mediacom,Notebook,14.0,4GB,Windows 10,1.4,249.0,Intel,x5,1.44,32.0,SSD,1920x1080,0,Full HD
Toshiba,Ultrabook,14.0,16GB,Windows 10,1.24,1865.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,Full HD
Lenovo,Gaming,17.3,32GB,Windows 10,4.6,2663.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
MSI,Gaming,17.3,16GB,Windows 10,4.14,2729.0,Intel,i7,2.9,512.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Linux,2.2,749.01,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Mediacom,Notebook,14.0,4GB,Windows 10,1.45,389.0,Intel,Quad,1.1,32.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,1.9,1008.52,Intel,i5,2.6,500.0,HDD,1366x768,0,NaN
HP,Notebook,13.3,4GB,Windows 10,1.49,719.0,Intel,i3,2.4,128.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,16GB,Windows 10,1.93,1537.39,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,Netbook,11.6,4GB,Chrome OS,1.26,295.0,Intel,Dual,1.6,16.0,Flash,1366x768,0,NaN
MSI,Gaming,17.3,16GB,Windows 10,4.5,2349.0,Intel,i7,2.7,128.0,SSD,1920x1080,0,Full HD
HP,Gaming,17.3,16GB,Windows 10,3.78,1498.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Ultrabook,14.0,12GB,Windows 10,1.4,1673.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,12GB,Windows 10,2.2,609.0,Intel,i7,1.8,1000.0,HDD,1366x768,1,NaN
Asus,Gaming,17.3,8GB,Windows 10,2.73,1770.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,IPS Panel
Asus,2 in 1 Convertible,15.6,8GB,Windows 10,2.2,739.0,Intel,i5,2.5,1000.0,HDD,1366x768,1,NaN
Lenovo,Notebook,15.6,12GB,Windows 10,2.2,949.0,AMD,A12,3.6,512.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,11.6,4GB,Windows 10,1.39,603.0,Intel,M,1.0,128.0,SSD,1366x768,1,NaN
Samsung,Notebook,15.6,16GB,Windows 10,2.5,1699.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,17.3,4GB,No OS,2.8,529.0,Intel,i3,2.0,500.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,8GB,Windows 10,2.29,459.0,Intel,i3,2.3,1000.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.37,2025.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,IPS Panel
Lenovo,Notebook,14.0,8GB,Windows 10,1.7,1474.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Dell,2 in 1 Convertible,12.5,8GB,Windows 10,1.34,1670.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
Dell,Workstation,15.6,8GB,Windows 10,2.06,1763.0,Intel,i7,2.8,256.0,SSD,1920x1080,1,Full HD
HP,Notebook,15.6,8GB,Windows 10,1.84,1219.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,2.1,668.48,Intel,i3,2.4,500.0,HDD,1366x768,0,NaN
Acer,Notebook,14.0,4GB,Windows 10,1.6,329.0,Intel,Quad,1.1,32.0,Flash,1920x1080,0,Full HD
MSI,Gaming,17.3,16GB,Windows 10,4.14,2199.0,Intel,i7,2.7,128.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Linux,2.18,465.0,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
MSI,Gaming,15.6,16GB,Windows 10,1.8,2299.0,Intel,i7,2.8,256.0,SSD,3840x2160,0,4K Ultra HD
Toshiba,Notebook,15.6,8GB,Windows 10,2.2,1399.0,Intel,i7,2.5,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,6GB,Windows 10,2.4,564.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,15.6,8GB,Windows 10,2.0,1299.0,Intel,i7,2.8,256.0,SSD,1920x1080,1,IPS Panel
Acer,Notebook,14.0,4GB,Windows 10,1.6,349.0,Intel,Quad,1.6,128.0,Flash,1366x768,0,NaN
Dell,Gaming,15.6,16GB,Windows 10,2.59,879.01,Intel,i7,2.6,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Linux,2.18,443.9,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Linux,2.25,359.0,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Linux,1.93,869.0,Intel,i5,2.6,500.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,8GB,Windows 10,3.0,1168.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Linux,2.18,569.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,15.6,8GB,Windows 10,1.84,1389.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,Full HD
MSI,Gaming,15.6,16GB,Windows 10,2.94,2267.86,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Acer,2 in 1 Convertible,11.6,4GB,Chrome OS,1.25,379.0,Intel,Quad,1.6,32.0,Flash,1366x768,1,IPS Panel
HP,Notebook,14.0,8GB,Windows 10,2.31,1124.0,Intel,i5,2.6,256.0,SSD,1366x768,0,NaN
Lenovo,Notebook,14.0,8GB,Windows 7,1.65,1465.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Windows 10,2.2,776.0,Intel,i5,1.6,1000.0,HDD,1920x1080,0,Full HD
Fujitsu,Notebook,15.6,8GB,Windows 10,2.2,799.0,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 7,1.88,932.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,Windows 10,2.2,899.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Mediacom,Notebook,14.0,2GB,Windows 10,1.4,239.0,Intel,x5,1.44,32.0,Flash,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,No OS,2.2,468.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Asus,2 in 1 Convertible,13.3,6GB,Windows 10,1.5,639.01,Intel,i5,2.5,1000.0,HDD,1920x1080,1,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.0,1820.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Asus,Ultrabook,14.0,16GB,Windows 10,1.1,1900.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,Full HD
Dell,Gaming,15.6,16GB,Windows 10,2.62,1479.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,1.8,829.0,Intel,i5,1.6,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,579.0,Intel,i3,2.0,1000.0,HDD,1920x1080,0,Full HD
Asus,Notebook,15.6,8GB,Windows 10,2.0,399.0,Intel,Dual,1.1,1000.0,HDD,1366x768,0,NaN
Asus,Notebook,15.6,8GB,Windows 10,1.99,906.62,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Dell,Ultrabook,13.3,8GB,Windows 10,1.23,1869.0,Intel,i5,1.6,256.0,SSD,3200x1800,1,Quad HD+
Lenovo,Notebook,14.0,2GB,Windows 10,1.42,249.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.37,1757.42,Intel,i7,2.7,256.0,SSD,1920x1080,1,IPS Panel
Dell,Notebook,15.6,16GB,Windows 10,2.06,2399.0,Intel,i7,2.8,1000.0,SSD,3840x2160,1,4K Ultra HD
Lenovo,Gaming,15.6,8GB,Windows 10,2.5,1109.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,17.0,8GB,Windows 10,2.6,520.9,AMD,A9,3.0,1000.0,HDD,1600x900,0,NaN
Lenovo,Ultrabook,14.0,16GB,Windows 10,1.14,2450.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Asus,Gaming,15.6,8GB,No OS,2.5,1169.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,IPS Panel
